participantID,field,subject_condition,group,graphliteracy_question,rating
s51293,Humanities,no warning,A,7,3
s51293,Humanities,no warning,A,8,4
s51293,Humanities,no warning,A,9,2
s51293,Humanities,no warning,A,10,2
s51294,Humanities,warning,B,1,5
s51294,Humanities,warning,B,2,5
s51294,Humanities,warning,B,3,5
s51294,Humanities,warning,B,4,5
s51294,Humanities,warning,B,5,5
s51294,Humanities,warning,B,6,5
s51294,Humanities,warning,B,7,4
s51294,Humanities,warning,B,8,5
s51294,Humanities,warning,B,9,2
s51294,Humanities,warning,B,10,4
s51295,Humanities,warning,A,1,3
s51295,Humanities,warning,A,2,3
s51295,Humanities,warning,A,3,3
s51295,Humanities,warning,A,4,4
s51295,Humanities,warning,A,5,4
s51295,Humanities,warning,A,6,3
s51295,Humanities,warning,A,7,2
s51295,Humanities,warning,A,8,2
s51295,Humanities,warning,A,9,2
s51295,Humanities,warning,A,10,2
s51296,Humanities,warning,A,1,4
s51296,Humanities,warning,A,2,4
s51296,Humanities,warning,A,3,4
s51296,Humanities,warning,A,4,4
s51296,Humanities,warning,A,5,4
s51296,Humanities,warning,A,6,4
s51296,Humanities,warning,A,7,3
s51296,Humanities,warning,A,8,4
s51296,Humanities,warning,A,9,5
s51296,Humanities,warning,A,10,4
s51297,Humanities,no warning,B,1,1
s51297,Humanities,no warning,B,2,1
s51297,Humanities,no warning,B,3,1
s51297,Humanities,no warning,B,4,1
s51297,Humanities,no warning,B,5,1
s51297,Humanities,no warning,B,6,1
s51297,Humanities,no warning,B,7,3
s51297,Humanities,no warning,B,8,3
s51297,Humanities,no warning,B,9,3
s51297,Humanities,no warning,B,10,3
s51298,Humanities,no warning,A,1,4
s51298,Humanities,no warning,A,2,4
s51298,Humanities,no warning,A,3,4
s51298,Humanities,no warning,A,4,4
s51298,Humanities,no warning,A,5,4
s51298,Humanities,no warning,A,6,4
s51298,Humanities,no warning,A,7,4
s51298,Humanities,no warning,A,8,4
s51298,Humanities,no warning,A,9,1
s51298,Humanities,no warning,A,10,4
s51299,Humanities,warning,A,1,4
s51299,Humanities,warning,A,2,4
s51299,Humanities,warning,A,3,4
s51299,Humanities,warning,A,4,4
s51299,Humanities,warning,A,5,4
s51299,Humanities,warning,A,6,4
s51299,Humanities,warning,A,7,4
s51299,Humanities,warning,A,8,3
s51299,Humanities,warning,A,9,4
s51299,Humanities,warning,A,10,3
s51300,Humanities,no warning,B,1,4
s51300,Humanities,no warning,B,2,4
s51300,Humanities,no warning,B,3,5
s51300,Humanities,no warning,B,4,5
s51300,Humanities,no warning,B,5,4
s51300,Humanities,no warning,B,6,4
s51300,Humanities,no warning,B,7,4
s51300,Humanities,no warning,B,8,4
s51300,Humanities,no warning,B,9,2
s51300,Humanities,no warning,B,10,4
s51301,Humanities,warning,B,1,3
s51301,Humanities,warning,B,2,4
s51301,Humanities,warning,B,3,4
s51301,Humanities,warning,B,4,4
s51301,Humanities,warning,B,5,5
s51301,Humanities,warning,B,6,4
s51301,Humanities,warning,B,7,6
s51301,Humanities,warning,B,8,6
s51301,Humanities,warning,B,9,5
s51301,Humanities,warning,B,10,5
s51302,Humanities,no warning,B,1,6
s51302,Humanities,no warning,B,2,5
s51302,Humanities,no warning,B,3,6
s51302,Humanities,no warning,B,4,6
s51302,Humanities,no warning,B,5,6
s51302,Humanities,no warning,B,6,5
s51302,Humanities,no warning,B,7,4
s51302,Humanities,no warning,B,8,5
s51302,Humanities,no warning,B,9,5
s51302,Humanities,no warning,B,10,5
s51303,Humanities,warning,B,1,4
s51303,Humanities,warning,B,2,3
s51303,Humanities,warning,B,3,5
s51303,Humanities,warning,B,4,5
s51303,Humanities,warning,B,5,5
s51303,Humanities,warning,B,6,4
s51303,Humanities,warning,B,7,4
s51303,Humanities,warning,B,8,5
s51303,Humanities,warning,B,9,3
s51303,Humanities,warning,B,10,4
s51304,Humanities,warning,A,1,3
s51304,Humanities,warning,A,2,3
s51304,Humanities,warning,A,3,3
s51304,Humanities,warning,A,4,2
s51304,Humanities,warning,A,5,3
s51304,Humanities,warning,A,6,3
s51304,Humanities,warning,A,7,3
s51304,Humanities,warning,A,8,4
s51304,Humanities,warning,A,9,6
s51304,Humanities,warning,A,10,2
s51305,Humanities,no warning,A,1,5
s51305,Humanities,no warning,A,2,5
s51305,Humanities,no warning,A,3,5
s51305,Humanities,no warning,A,4,4
s51305,Humanities,no warning,A,5,5
s51305,Humanities,no warning,A,6,6
s51305,Humanities,no warning,A,7,1
s51305,Humanities,no warning,A,8,2
s51305,Humanities,no warning,A,9,1
s51305,Humanities,no warning,A,10,2
s51306,Humanities,warning,B,1,4
s51306,Humanities,warning,B,2,4
s51306,Humanities,warning,B,3,4
s51306,Humanities,warning,B,4,4
s51306,Humanities,warning,B,5,4
s51306,Humanities,warning,B,6,4
s51306,Humanities,warning,B,7,5
s51306,Humanities,warning,B,8,6
s51306,Humanities,warning,B,9,3
s51306,Humanities,warning,B,10,5
s51307,Humanities,no warning,B,1,4
s51307,Humanities,no warning,B,2,1
s51307,Humanities,no warning,B,3,4
s51307,Humanities,no warning,B,4,3
s51307,Humanities,no warning,B,5,5
s51307,Humanities,no warning,B,6,1
s51307,Humanities,no warning,B,7,1
s51307,Humanities,no warning,B,8,4
s51307,Humanities,no warning,B,9,4
s51307,Humanities,no warning,B,10,3
s51308,Humanities,warning,A,1,3
s51308,Humanities,warning,A,2,3
s51308,Humanities,warning,A,3,4
s51308,Humanities,warning,A,4,4
s51308,Humanities,warning,A,5,3
s51308,Humanities,warning,A,6,4
s51308,Humanities,warning,A,7,4
s51308,Humanities,warning,A,8,3
s51308,Humanities,warning,A,9,3
s51308,Humanities,warning,A,10,4
s51309,Humanities,warning,A,1,5
s51309,Humanities,warning,A,2,5
s51309,Humanities,warning,A,3,5
s51309,Humanities,warning,A,4,4
s51309,Humanities,warning,A,5,4
s51309,Humanities,warning,A,6,4
s51309,Humanities,warning,A,7,5
s51309,Humanities,warning,A,8,4
s51309,Humanities,warning,A,9,5
s51309,Humanities,warning,A,10,3
s51310,Humanities,no warning,B,1,3
s51310,Humanities,no warning,B,2,3
s51310,Humanities,no warning,B,3,6
s51310,Humanities,no warning,B,4,3
s51310,Humanities,no warning,B,5,4
s51310,Humanities,no warning,B,6,4
s51310,Humanities,no warning,B,7,4
s51310,Humanities,no warning,B,8,4
s51310,Humanities,no warning,B,9,3
s51310,Humanities,no warning,B,10,4
s51311,Humanities,warning,B,1,4
s51311,Humanities,warning,B,2,4
s51311,Humanities,warning,B,3,4
s51311,Humanities,warning,B,4,4
s51311,Humanities,warning,B,5,4
s51311,Humanities,warning,B,6,4
s51311,Humanities,warning,B,7,4
s51311,Humanities,warning,B,8,2
s51311,Humanities,warning,B,9,2
s51311,Humanities,warning,B,10,2
s51312,Humanities,no warning,A,1,3
s51312,Humanities,no warning,A,2,3
s51312,Humanities,no warning,A,3,3
s51312,Humanities,no warning,A,4,3
s51312,Humanities,no warning,A,5,3
s51312,Humanities,no warning,A,6,2
s51312,Humanities,no warning,A,7,2
s51312,Humanities,no warning,A,8,3
s51312,Humanities,no warning,A,9,2
s51312,Humanities,no warning,A,10,3
s51313,Humanities,no warning,A,1,4
s51313,Humanities,no warning,A,2,4
s51313,Humanities,no warning,A,3,5
s51313,Humanities,no warning,A,4,5
s51313,Humanities,no warning,A,5,5
s51313,Humanities,no warning,A,6,4
s51313,Humanities,no warning,A,7,3
s51313,Humanities,no warning,A,8,4
s51313,Humanities,no warning,A,9,6
s51313,Humanities,no warning,A,10,5
s51314,Humanities,warning,B,1,4
s51314,Humanities,warning,B,2,4
s51314,Humanities,warning,B,3,4
s51314,Humanities,warning,B,4,4
s51314,Humanities,warning,B,5,4
s51314,Humanities,warning,B,6,4
s51314,Humanities,warning,B,7,5
s51314,Humanities,warning,B,8,5
s51314,Humanities,warning,B,9,2
s51314,Humanities,warning,B,10,5
s51315,Humanities,warning,B,1,4
s51315,Humanities,warning,B,2,4
s51315,Humanities,warning,B,3,4
s51315,Humanities,warning,B,4,4
s51315,Humanities,warning,B,5,4
s51315,Humanities,warning,B,6,2
s51315,Humanities,warning,B,7,1
s51315,Humanities,warning,B,8,2
s51315,Humanities,warning,B,9,2
s51315,Humanities,warning,B,10,2
s51316,Humanities,no warning,A,1,3
s51316,Humanities,no warning,A,2,3
s51316,Humanities,no warning,A,3,3
s51316,Humanities,no warning,A,4,3
s51316,Humanities,no warning,A,5,4
s51316,Humanities,no warning,A,6,2
s51316,Humanities,no warning,A,7,3
s51316,Humanities,no warning,A,8,3
s51316,Humanities,no warning,A,9,2
s51316,Humanities,no warning,A,10,1
s51317,Humanities,warning,B,1,5
s51317,Humanities,warning,B,2,4
s51317,Humanities,warning,B,3,5
s51317,Humanities,warning,B,4,5
s51317,Humanities,warning,B,5,5
s51317,Humanities,warning,B,6,4
s51317,Humanities,warning,B,7,4
s51317,Humanities,warning,B,8,4
s51317,Humanities,warning,B,9,4
s51317,Humanities,warning,B,10,5
s51318,Humanities,warning,A,1,5
s51318,Humanities,warning,A,2,3
s51318,Humanities,warning,A,3,4
s51318,Humanities,warning,A,4,4
s51318,Humanities,warning,A,5,4
s51318,Humanities,warning,A,6,3
s51318,Humanities,warning,A,7,5
s51318,Humanities,warning,A,8,5
s51318,Humanities,warning,A,9,4
s51318,Humanities,warning,A,10,5
s51319,Humanities,no warning,B,1,6
s51319,Humanities,no warning,B,2,4
s51319,Humanities,no warning,B,3,4
s51319,Humanities,no warning,B,4,5
s51319,Humanities,no warning,B,5,5
s51319,Humanities,no warning,B,6,2
s51319,Humanities,no warning,B,7,6
s51319,Humanities,no warning,B,8,5
s51319,Humanities,no warning,B,9,1
s51319,Humanities,no warning,B,10,4
s51320,Humanities,no warning,A,1,1
s51320,Humanities,no warning,A,2,1
s51320,Humanities,no warning,A,3,1
s51320,Humanities,no warning,A,4,1
s51320,Humanities,no warning,A,5,1
s51320,Humanities,no warning,A,6,3
s51320,Humanities,no warning,A,7,1
s51320,Humanities,no warning,A,8,3
s51320,Humanities,no warning,A,9,1
s51320,Humanities,no warning,A,10,2
s51321,Humanities,warning,B,1,2
s51321,Humanities,warning,B,2,2
s51321,Humanities,warning,B,3,4
s51321,Humanities,warning,B,4,3
s51321,Humanities,warning,B,5,2
s51321,Humanities,warning,B,6,2
s51321,Humanities,warning,B,7,2
s51321,Humanities,warning,B,8,5
s51321,Humanities,warning,B,9,3
s51321,Humanities,warning,B,10,4
s51322,Humanities,warning,A,1,1
s51322,Humanities,warning,A,2,1
s51322,Humanities,warning,A,3,1
s51322,Humanities,warning,A,4,1
s51322,Humanities,warning,A,5,6
s51322,Humanities,warning,A,6,1
s51322,Humanities,warning,A,7,3
s51322,Humanities,warning,A,8,3
s51322,Humanities,warning,A,9,2
s51322,Humanities,warning,A,10,3
s51323,Humanities,no warning,B,1,3
s51323,Humanities,no warning,B,2,3
s51323,Humanities,no warning,B,3,3
s51323,Humanities,no warning,B,4,3
s51323,Humanities,no warning,B,5,3
s51323,Humanities,no warning,B,6,3
s51323,Humanities,no warning,B,7,6
s51323,Humanities,no warning,B,8,6
s51323,Humanities,no warning,B,9,6
s51323,Humanities,no warning,B,10,6
s51324,Humanities,warning,B,1,4
s51324,Humanities,warning,B,2,2
s51324,Humanities,warning,B,3,5
s51324,Humanities,warning,B,4,3
s51324,Humanities,warning,B,5,2
s51324,Humanities,warning,B,6,3
s51324,Humanities,warning,B,7,6
s51324,Humanities,warning,B,8,4
s51324,Humanities,warning,B,9,4
s51324,Humanities,warning,B,10,4
s51325,Humanities,warning,A,1,5
s51325,Humanities,warning,A,2,5
s51325,Humanities,warning,A,3,5
s51325,Humanities,warning,A,4,5
s51325,Humanities,warning,A,5,5
s51325,Humanities,warning,A,6,5
s51325,Humanities,warning,A,7,4
s51325,Humanities,warning,A,8,3
s51325,Humanities,warning,A,9,1
s51325,Humanities,warning,A,10,3
s51326,Humanities,no warning,A,1,4
s51326,Humanities,no warning,A,2,4
s51326,Humanities,no warning,A,3,5
s51326,Humanities,no warning,A,4,5
s51326,Humanities,no warning,A,5,4
s51326,Humanities,no warning,A,6,4
s51326,Humanities,no warning,A,7,4
s51326,Humanities,no warning,A,8,5
s51326,Humanities,no warning,A,9,4
s51326,Humanities,no warning,A,10,5
s51327,Humanities,no warning,B,1,6
s51327,Humanities,no warning,B,2,4
s51327,Humanities,no warning,B,3,5
s51327,Humanities,no warning,B,4,6
s51327,Humanities,no warning,B,5,5
s51327,Humanities,no warning,B,6,5
s51327,Humanities,no warning,B,7,2
s51327,Humanities,no warning,B,8,4
s51327,Humanities,no warning,B,9,3
s51327,Humanities,no warning,B,10,4
s51328,Humanities,warning,B,1,1
s51328,Humanities,warning,B,2,1
s51328,Humanities,warning,B,3,1
s51328,Humanities,warning,B,4,1
s51328,Humanities,warning,B,5,2
s51328,Humanities,warning,B,6,2
s51328,Humanities,warning,B,7,2
s51328,Humanities,warning,B,8,2
s51328,Humanities,warning,B,9,2
s51328,Humanities,warning,B,10,2
s51329,Humanities,warning,A,1,5
s51329,Humanities,warning,A,2,5
s51329,Humanities,warning,A,3,5
s51329,Humanities,warning,A,4,5
s51329,Humanities,warning,A,5,4
s51329,Humanities,warning,A,6,6
s51329,Humanities,warning,A,7,2
s51329,Humanities,warning,A,8,3
s51329,Humanities,warning,A,9,3
s51329,Humanities,warning,A,10,1
s51330,Humanities,no warning,A,1,4
s51330,Humanities,no warning,A,2,4
s51330,Humanities,no warning,A,3,5
s51330,Humanities,no warning,A,4,4
s51330,Humanities,no warning,A,5,3
s51330,Humanities,no warning,A,6,4
s51330,Humanities,no warning,A,7,4
s51330,Humanities,no warning,A,8,3
s51330,Humanities,no warning,A,9,3
s51330,Humanities,no warning,A,10,3
